Case ID,Plan Cat. Primary,Plan Category Public,Plan Cat. Second,Building Work Description,Typo Work Description,Total Area,Building Work Value,Number of Units,Year,Area 2
70386061,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations:  UWC Bellville Medical Centre,0,195000,1,2018,BELLVILLE CBD
70386062,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,195000,1,2018,BELLVILLE CBD
70397471,Additions and Alterations,Private,Internal Alterations,Other,Internal alteration to shopping space,0,195000,1,2018,TYGERVALLEY
70409639,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to UWC Medical Centre,0,195000,1,2018,BELLVILLE CBD
70413602,Additions and Alterations,Private,Internal Alterations,Other,Internal alteration (@Home),0,195000,1,2018,TYGERVALLEY
70467153,Additions and Alterations,Private,Internal Alterations,Other,INTERNAL ALTERATIONS to Barnyard Theater,0,195000,1,2019,TYGERVALLEY
70496720,Additions and Alterations,Private,Internal Alterations,Other,Internal Alts_Warehouse,0,195000,1,2020,TYGERVALLEY
70500084,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Shop,0,195000,1,2020,BELLVILLE CBD
70513111,Additions and Alterations,Private,Internal Alterations,Other,Internal alterations to KFC tygervalley,0,195000,1,2020,TYGERVALLEY
70509993,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Wall, Internal Alterations",23,194910,1,2020,BELLVILLE
70420050,Additions and Alterations,Private,Dwelling Houses,Other,"Pool Cover, Wall",118,194870,1,2018,PAROW
70037609,Additions and Alterations,Private,Dwelling Houses,Other,Dwelling Extension & Covered Sto,41,194760,1,2010,GOODWOOD
70245889,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Swimming Pool, Carport",72,194680,1,2015,PAROW
70015414,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,44,194635,1,2012,GOODWOOD
70183205,Additions and Alterations,Private,Non Residential,Other,Refuse room,29,194590,1,2015,TYGER NORTHERN SUBURBS
70117119,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Carport,",90,194520,1,2008,BELLVILLE
70459242,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,34,194480,1,2019,TYGER NORTHERN SUBURBS
70029256,Additions and Alterations,Private,Dwelling Houses,Other,"""Braai Room, Wall""",36,194400,1,2014,PAROW
70171720,Additions and Alterations,Private,Dwelling Houses,Other,"Garage, Store",36,194400,1,2014,TYGER NORTHERN SUBURBS
70198940,Additions and Alterations,Private,Dwelling Houses,,Dwelling Extension,45,194400,1,2009,PAROW
70034271,Residential,Private,Dwelling Houses,Other,Dwelling,40,194000,1,2010,BELLVILLE
70483370,Other Approvals,Private,Carports,Other,"Carport, Covered Patio, Wall, Internal Alterations to Dwelling",118,193920,1,2020,PAROW
70248950,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,85,193550,1,2015,PAROW
70310132,Additions and Alterations,Private,Dwelling Houses,Garage,,25,193500,1,2016,TYGER NORTHERN SUBURBS
70353763,Residential,Private,Dwelling Houses,Other,"Granny Flat, Dwelling Extension and Carport.",76,192920,1,2017,PAROW
70125154,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,59,192860,1,2008,BELLVILLE
70122484,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Swimming p",53,192760,1,2008,GOODWOOD
70014108,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,39,192660,1,2013,BELLVILLE
70421208,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations, Boundary Wall",23,192310,1,2018,BELLVILLE
70103996,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Swimming p",79,192188,1,2012,TYGER NORTHERN SUBURBS
70298311,Other Approvals,Private,Carports,Other,"Carport, Internal Alterations, Palisade Fence",76,192040,1,2016,BELLVILLE
70019708,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Carport, W",44,191800,1,2013,PAROW
70110855,Additions and Alterations,Private,Dwelling Houses,Other,Garage and Bathroom Addition,38,191520,1,2014,BELLVILLE
70152861,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal",38,191520,1,2014,TYGER NORTHERN SUBURBS
70109523,Additions and Alterations,Private,Dwelling Houses,Other,Enclosed braai/patio,47,190895,1,2014,TYGER NORTHERN SUBURBS
70184168,Additions and Alterations,Private,Dwelling Houses,Other,"Storeroom, Carport, Verandah",63,190800,1,2015,BELLVILLE
70108031,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, patio""",47,190650,1,2013,TYGER NORTHERN SUBURBS
70269305,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,27,190620,1,2015,TYGER NORTHERN SUBURBS
70333537,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,27,190620,1,2017,TYGER NORTHERN SUBURBS
70337710,Residential,Private,Dwelling Houses,Additional Dwelling,,27,190620,1,2017,PAROW
70345650,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,27,190620,1,2017,TYGER NORTHERN SUBURBS
70451660,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,27,190620,1,2019,BELLVILLE
70452064,Additions and Alterations,Private,Dwelling Houses,Braai Room,,27,190620,1,2019,TYGER NORTHERN SUBURBS
70468875,Additions and Alterations,Private,Dwelling Houses,Additional Dwelling,,27,190620,1,2019,GOODWOOD
70495779,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,27,190620,1,2020,TYGER NORTHERN SUBURBS
70538105,Additions and Alterations,Private,Dwelling Houses,Other,Sunroom to Dwelling,27,190620,0,2021,BELLVILLE
70237989,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling extension, Internal Alterations",34,190600,1,2015,TYGER NORTHERN SUBURBS
70122547,Additions and Alterations,Private,Dwelling Houses,Additional Dwelling,,47,189880,1,2008,BELLVILLE
70528125,Additions and Alterations,Private,Dwelling Houses,Other,Balcony enclosure and internal alts,15,189800,1,2020,TYGERVALLEY
70197936,Additions and Alterations,Private,Dwelling Houses,Braai Room,,21,189661,1,2015,TYGER NORTHERN SUBURBS
70306001,Additions and Alterations,Private,Internal Alterations,Other,"Internal Alterations, Wall",0,189600,1,2016,BELLVILLE
70286526,Additions and Alterations,Private,Town House/Flats/Other Residen,Other,"Dwelling Extension, Internal Alterations",18,189320,1,2016,TYGER NORTHERN SUBURBS
70472484,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Wall, Carport, Internal Alterations",75,189220,1,2019,BELLVILLE
70495029,Additions and Alterations,Private,Dwelling Houses,Other,"dwelling extension, carport",80,189200,1,2020,PAROW
70481094,Additions and Alterations,Private,Non Residential,Other,"Garage, Shadeports",48,189020,1,2019,BELLVILLE CBD
70001226,Additions and Alterations,Private,Dwelling Houses,Garage,,35,189000,1,2014,PAROW
70179755,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,35,189000,1,2014,TYGER NORTHERN SUBURBS
70180930,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,35,189000,1,2014,PAROW
70197868,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,35,189000,1,2015,PAROW
70260152,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,35,189000,1,2015,TYGER NORTHERN SUBURBS
80062540,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alts, Wall",28,188840,1,2015,TYGER NORTHERN SUBURBS
70307670,Other Approvals,Private,Walls,Other,Wall,0,188800,1,2013,GOODWOOD
70402008,Additions and Alterations,Private,Dwelling Houses,Other,"Granny Flat, Internal Alterations",35,188800,1,2018,TYGER NORTHERN SUBURBS
70423984,Additions and Alterations,Private,Dwelling Houses,Other,Dwelling Extension & Internal Alterations,33,188760,1,2018,TYGER NORTHERN SUBURBS
70522973,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,33,188760,1,2020,TYGER NORTHERN SUBURBS
70006073,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,36,188640,1,2012,PAROW
70194340,Additions and Alterations,Private,Non Residential,,Adds & alts to existing animal h,69,188640,1,2009,TYGER NORTHERN SUBURBS
70502866,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Dwelling,0,188500,1,2020,GOODWOOD
70522005,Additions and Alterations,Private,Dwelling Houses,Other,DWELLING EXTENSION & INTERNAL ALTS,25,188500,1,2020,TYGER NORTHERN SUBURBS
70338405,Other Approvals,Private,Other,Other,"Pergola, Swimming Pool, Wall",45,188450,1,2017,TYGER NORTHERN SUBURBS
70282453,Other Approvals,Private,Carports,Other,"Carport, Pergola",131,188280,1,2016,GOODWOOD
70178228,Additions and Alterations,Private,Dwelling Houses,Other,"Garage, internal alteration",51,188250,1,2014,TYGER NORTHERN SUBURBS
70392225,Additions and Alterations,Private,Non Residential,Other,"Warehouse Extension, Internal Alterations",15,188150,1,2018,BELLVILLE
70153899,Additions and Alterations,Private,Dwelling Houses,Other,Enclosed covered yard and internal alterations,30,188000,1,2014,BELLVILLE
70249205,Additions and Alterations,Private,Dwelling Houses,Other,"Servants Room, Internal Alts, Pool",36,187880,1,2015,TYGER NORTHERN SUBURBS
70107285,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Lapa""",48,187800,1,2012,PAROW
70039171,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,187600,1,2010,BELLVILLE CBD
70251740,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Pergola",57,187450,1,2015,BELLVILLE
70243685,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal alts, Carport, Wall",76,186373,1,2015,TYGER NORTHERN SUBURBS
70016365,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Wall""",51,186359,1,2012,TYGER NORTHERN SUBURBS
70350135,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport, Boundary Wall",56,186260,1,2017,PAROW
70521969,Other Approvals,Private,Patios,Other,Patio and Swimming pool,45,186100,1,2020,BELLVILLE
70207252,Additions and Alterations,Private,Dwelling Houses,,Dwelling Extension,43,185760,1,2010,BELLVILLE
70460201,Additions and Alterations,Private,Town House/Flats/Other Residen,Town House Extension,,24,185760,1,2019,TYGER NORTHERN SUBURBS
70280223,Other Approvals,Private,Patios,Other,"Patio, Pool",83,185622,1,2016,TYGER NORTHERN SUBURBS
70004953,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Internal Al",149,185430,1,2011,BELLVILLE
70440328,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Covered Patio",86,185320,1,2020,GOODWOOD
70292255,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport",63,185160,1,2016,PAROW
70395824,Additions and Alterations,Private,Dwelling Houses,Other,Enclosed Stoep,21,185120,1,2018,BELLVILLE
70385776,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,98,185030,1,2018,BELLVILLE
70016321,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,35,184750,1,2012,PAROW
70157857,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport, Swimming Pool",102,184550,1,2014,PAROW
70177647,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,39,184150,1,2014,PAROW
70240776,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling extension, Wall",31,183720,1,2015,PAROW
70288779,Additions and Alterations,Private,Dwelling Houses,Other,"Braai Room, Internal Alts, Retaining Wall",20,183700,1,2016,TYGER NORTHERN SUBURBS
70183054,Additions and Alterations,Private,Dwelling Houses,Other,Dwelling Extension and Internal Alterations,34,183601,1,2015,BELLVILLE
70176972,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,34,183600,1,2014,TYGER NORTHERN SUBURBS
70247571,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,34,183600,1,2015,BELLVILLE
70341785,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,26,183560,1,2017,TYGER NORTHERN SUBURBS
70372087,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,26,183560,1,2017,BELLVILLE
70378396,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,26,183560,1,2017,BELLVILLE
70428865,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,26,183560,1,2018,TYGER NORTHERN SUBURBS
70523938,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,26,183560,1,2020,TYGER NORTHERN SUBURBS
70455702,Other Approvals,Private,Walls,Walls,,0,183400,1,2019,BELLVILLE
70405291,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations UWC Bellville Medical Centre,0,183300,1,2018,BELLVILLE CBD
70015165,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Internal A",42,183252,1,2012,TYGER NORTHERN SUBURBS
70095782,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Internal A",71,183050,1,2011,TYGER NORTHERN SUBURBS
70359828,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,32,183040,1,2017,TYGER NORTHERN SUBURBS
70501791,Additions and Alterations,Private,Town House/Flats/Other Residen,Dwelling Extension,,58,182840,0,2020,BELLVILLE
70430575,Additions and Alterations,Private,Non Residential,Other,"Guard House, Ablution Facilities",26,182520,1,2019,BEACONVALE INDUSTRIA
70323122,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling extension, Carport",61,182480,1,2016,BELLVILLE
70413623,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,32,182480,1,2018,BELLVILLE
70321089,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,182400,1,2016,BELLVILLE CBD
70443427,Other Approvals,Private,Swimming Pool,Other,"Swimming pool, Wall",26,182190,1,2019,BELLVILLE
70443427,Other Approvals,Private,Swimming Pool,Other,"Swimming pool, Wall",26,182190,1,2019,BELLVILLE
70443427,Other Approvals,Private,Swimming Pool,Other,"Swimming pool, Wall",26,182190,1,2019,BELLVILLE
70310055,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,182000,1,2016,TYGER NORTHERN SUBURBS
70533335,Additions and Alterations,Private,Internal Alterations,Other,INTERNA ALTS_SHOP,0,182000,1,2021,TYGERVALLEY
70327691,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling extension, Wall",22,181840,1,2016,BELLVILLE
70158031,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Wall",36,181620,1,2014,GOODWOOD
70041562,Additions and Alterations,Private,Dwelling Houses,Garage,,58,181540,1,2013,BELLVILLE
70308276,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling extension, Carport",57,181500,1,2016,BELLVILLE
70515640,Residential,Private,Dwelling Houses,Other,"Conversion of Garage to Addtional Dwelling x 2, New Kitchen",9,181480,2,2020,GOODWOOD
70015044,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,42,181440,1,2011,GOODWOOD
70096075,Additions and Alterations,Private,Dwelling Houses,Garage,,42,181440,1,2011,TYGER NORTHERN SUBURBS
70117178,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Wall""",42,181440,1,2009,TYGER NORTHERN SUBURBS
70132117,Additions and Alterations,Private,Non Residential,Factory Extension,,48,181440,1,2008,ELSIES RIVER INDUSTRIA
70517067,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations, Carport, Wall",59,181440,1,2020,BELLVILLE
70533187,Other Approvals,Private,Swimming Pool,Swimming Pool,,36,181440,0,2021,GOODWOOD
70534193,Other Approvals,Private,Swimming Pool,Swimming Pool,,36,181440,0,2021,PAROW
70355766,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,64,181400,1,2017,PAROW
70242848,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Wall",30,181200,1,2015,PAROW
70131703,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Wall""",79,181170,1,2008,GOODWOOD
70131703,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Wall""",79,181170,1,2008,GOODWOOD
70131703,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Wall""",79,181170,1,2008,GOODWOOD
70525519,Additions and Alterations,Private,Internal Alterations,Other,"Internal alterations to dwelling, Awning and Wall",35,181150,1,2020,BELLVILLE
70103605,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Internal A",28,181080,1,2013,TYGER NORTHERN SUBURBS
70211750,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,83,181020,1,2010,GOODWOOD
70161871,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Carport""",171,180755,1,2001,PAROW
70186857,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,31,180400,1,2015,TYGER NORTHERN SUBURBS
70000073,Additions and Alterations,Private,Dwelling Houses,Other,Dwelling Extension,27,180360,1,2014,TYGER NORTHERN SUBURBS
70455047,Other Approvals,Private,Carports,Other,"Carport, Boundary wall",51,180280,1,2019,PAROW
70508865,Additions and Alterations,Private,Town House/Flats/Other Residen,Other,"Town House Extension, Patio, Wall",41,180240,1,2020,TYGER NORTHERN SUBURBS
70029447,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,180000,1,2007,PAROW
70420773,Other Approvals,Private,Re-roofing,Re-Roofing,,120,180000,1,2018,BELLVILLE
70338251,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,30,179660,1,2017,PAROW
70021832,Additions and Alterations,Private,Dwelling Houses,Additional Dwelling,,32,179300,1,2014,PAROW
70050611,Other Approvals,Private,Other,Other,"Aboveground Tank, Facade",0,179100,2,2012,STIKLAND INDUSTRIA
70485253,Other Approvals,Private,Carports,Other,"Verandah, Boatport, Wall to Dwelling",124,178760,1,2020,BELLVILLE
70499846,Additions and Alterations,Private,Internal Alterations,Other,Internal alts nedbank tygervalley,0,178445,1,2020,TYGERVALLEY
70250682,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,32,178280,1,2015,PAROW
70155933,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,33,178200,1,2014,BELLVILLE
70169254,Additions and Alterations,Private,Dwelling Houses,Additional Dwelling,,33,178200,1,2014,PAROW
70178699,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,33,178200,1,2014,GOODWOOD
70094021,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,34,178160,1,2011,TYGER NORTHERN SUBURBS
70187479,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,32,178120,1,2015,TYGER NORTHERN SUBURBS
70283281,Additions and Alterations,Private,Town House/Flats/Other Residen,Town House Extension,,23,178020,1,2016,TYGER NORTHERN SUBURBS
70153996,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport",145,178000,1,2014,BELLVILLE
70013939,Additions and Alterations,Private,Dwelling Houses,Other,"""Braairoom, Garage, En-suite""",36,177840,1,2013,BELLVILLE
70291246,Additions and Alterations,Private,Dwelling Houses,Other,Garage,73,177564,1,2016,PAROW
70206608,Additions and Alterations,Private,Non Residential,,Office Extension (Church)  & oth,110,177537,1,2002,GOODWOOD
70208966,Additions and Alterations,Private,Dwelling Houses,,Dwelling Extension,41,177120,1,2010,TYGER NORTHERN SUBURBS
70434568,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,57,177120,1,2019,PAROW
70401800,Other Approvals,Private,Other,Other,"Wall, Pool, Conversion",33,177070,1,2018,PAROW
70459570,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alts & Carport",49,177000,1,2019,TYGER NORTHERN SUBURBS
70487834,Other Approvals,Private,Patios,Patio,,133,176890,1,2020,TYGER NORTHERN SUBURBS
70151353,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Wall",62,176800,1,2014,TYGER NORTHERN SUBURBS
70323708,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,176800,1,2016,TYGERVALLEY
70257651,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport",56,176763,1,2015,TYGER NORTHERN SUBURBS
70025199,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,35,176400,1,2013,PAROW
70476376,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport",76,176300,1,2019,BELLVILLE
70025348,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Internal A",30,176200,1,2013,BELLVILLE
70007252,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Carport""",56,176180,1,2011,PAROW
70243948,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Wall, Carport, Internal Alterations",38,176150,1,2015,PAROW
70303190,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alteration, Undercover Area",38,175960,1,2016,TYGER NORTHERN SUBURBS
70252289,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,67,175400,1,2015,BELLVILLE
70018005,Additions and Alterations,Private,Dwelling Houses,Other,"""Granny Flat Extension, Wall""",25,175200,1,2012,PAROW
70196852,Additions and Alterations,Private,Non Residential,Other,"""Factory Extension,  Internal Al",36,175200,1,2009,STIKLAND INDUSTRIA
70501826,Additions and Alterations,Private,Dwelling Houses,Other,ENCLOSURE Patio AND VERANDAH,61,175020,1,2020,TYGER NORTHERN SUBURBS
70000379,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Wall""",120,174960,1,2013,PAROW
70364771,Other Approvals,Private,Carports,Other,"Carport, Verandah, Wall",94,174960,1,2017,GOODWOOD
70492253,Additions and Alterations,Private,Dwelling Houses,Other,Maid's Quarters & SWIMMING POOL,32,174880,1,2020,TYGER NORTHERN SUBURBS
70173883,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,29,174840,1,2014,TYGER NORTHERN SUBURBS
70520005,Additions and Alterations,Private,Dwelling Houses,Other,Braairoom and carport,52,174800,1,2020,TYGER NORTHERN SUBURBS
70025181,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Ext,  Internal Alts, F",38,174770,1,2013,BELLVILLE
70025007,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,34,174760,1,2013,TYGER NORTHERN SUBURBS
70021438,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Carport""",87,174640,1,2013,PAROW
70192144,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,29,174600,1,2015,TYGER NORTHERN SUBURBS
70158752,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Roof Deviation",68,173920,1,2014,BELLVILLE
70420782,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Pato Cover, Internal Alterations",45,173900,1,2018,BELLVILLE
70176100,Additions and Alterations,Private,Dwelling Houses,Other,"Braai room, Wall",20,173800,1,2014,BELLVILLE
70509830,Additions and Alterations,Private,Dwelling Houses,Other,"Patio enclosure, Verandah, Pool",46,173640,1,2020,TYGER NORTHERN SUBURBS
70088010,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Wall""",89,173420,1,2010,PAROW
70334078,Other Approvals,Private,Carports,Other,"Caport, Stoep, Boundary Wall",91,173390,1,2017,BELLVILLE
70025541,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations",23,172940,1,2013,GOODWOOD
70170767,Additions and Alterations,Private,Dwelling Houses,Other,"Bedroom, Internal",31,172900,1,2014,TYGER NORTHERN SUBURBS
70507883,Other Approvals,Private,Walls,Walls,,0,172900,1,2020,TYGER NORTHERN SUBURBS
70132762,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,32,172800,1,2014,TYGER NORTHERN SUBURBS
70180054,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,32,172800,1,2014,TYGER NORTHERN SUBURBS
70214938,Additions and Alterations,Private,Dwelling Houses,,Dwelling Extension,40,172800,1,2010,TYGER NORTHERN SUBURBS
70248230,Additions and Alterations,Private,Dwelling Houses,Braai Room,,32,172800,1,2015,TYGER NORTHERN SUBURBS
70020650,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Braai Room",33,172000,1,2013,BELLVILLE
70470311,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations, Patio",37,171940,1,2019,BELLVILLE
70165432,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling extension, Verandah",60,171900,1,2014,PAROW
70213217,Additions and Alterations,Private,Internal Alterations,,Internal Alterations,0,171827,1,2010,PAROW
70099395,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,35,171750,1,2012,TYGER NORTHERN SUBURBS
70173633,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport, Wall",53,171650,1,2014,GOODWOOD
70501618,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,30,171600,1,2020,TYGER NORTHERN SUBURBS
70247698,Other Approvals,Private,Patios,Other,Covered Patio,25,171500,1,2015,BELLVILLE
70073346,Additions and Alterations,Private,Non Residential,Office Extension,,12,171480,1,2014,BELLVILLE
70121419,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,34,171360,1,2014,BELLVILLE
70525968,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations",22,171340,1,2020,BELLVILLE
70014109,Additions and Alterations,Private,Dwelling Houses,Braai Room,,35,171150,1,2012,PAROW
70038566,Additions and Alterations,Private,Dwelling Houses,Braai Room,,35,171150,1,2012,BELLVILLE
70012600,Additions and Alterations,Private,Dwelling Houses,Garage,,57,171000,1,2012,BELLVILLE
70035400,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Carport, W",61,170820,1,2010,PAROW
70004289,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,40,170530,1,2010,GOODWOOD
70042182,Additions and Alterations,Private,Dwelling Houses,Other,"""Carport,  Dwelling Extension, W",37,170400,1,2013,PAROW
70437477,Additions and Alterations,Private,Dwelling Houses,Other,"Covered stoep, patio, entertainment area, carport, boundry w",106,170390,1,2019,TYGER NORTHERN SUBURBS
70381222,Additions and Alterations,Private,Town House/Flats/Other Residen,Braai Room,,22,170280,1,2017,TYGER NORTHERN SUBURBS
70296241,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alteration",21,170120,1,2016,TYGER NORTHERN SUBURBS
70246608,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Boundry Wall",25,170000,1,2015,BELLVILLE
70019418,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Carport, W",27,169960,1,2013,GOODWOOD
70126119,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,42,169680,1,2008,PAROW
70126119,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,42,169680,1,2008,PAROW
70126119,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,42,169680,1,2008,PAROW
70023849,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,33,169620,1,2013,GOODWOOD
70276741,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Lapa",58,169600,1,2015,BELLVILLE
70056668,Other Approvals,Private,Carports,Carport,,70,169520,1,2011,PAROW
70315634,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,24,169440,1,2016,TYGER NORTHERN SUBURBS
70252066,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,31,169400,1,2015,TYGER NORTHERN SUBURBS
70370266,Additions and Alterations,Private,Dwelling Houses,Other,Garage Extension and Carport,61,169340,1,2017,GOODWOOD
